UserID,ItemID,Rating
A4GGT6O0GQNV2,B00001WRSJ,5.0
A1LHMSY3Q46PJS,B00001WRSJ,5.0
A3SUZA0C8QV8AW,B00001WRSJ,5.0
A18EA7MNLXP9H5,B00001WRSJ,5.0
A1U5IJHJK84S54,B00001WRSJ,5.0
A1B4MIXYVIKMU2,B00001WRSJ,5.0
A2BMZRO0H7TFCS,B00001WRSJ,3.0
AKH6N84CBOBJ6,B00001WRSJ,3.0
A4JF3BCJO0VGI,B00001WRSJ,5.0
A272Y6VXIMOKSF,B00001WRSJ,4.0
A2EZTM9WY5B5IL,B00001WRSJ,4.0
A1AN7HLQB27TWK,B00001WRSJ,5.0
A2TA5TMGUTPVQ2,B00001WRSJ,5.0
A298GL2D0BHGKZ,B00001WRSJ,5.0
A3Q7LVUP45XLUZ,B00001WRSJ,3.0
A99K7S15XOQ45,B00001WRSJ,4.0
A34LQ791ACZ0JC,B00001WRSJ,5.0
A317RWPY08I5QX,B00001WRSJ,5.0
AMGUWDM3XPEEB,B00001WRSJ,5.0
A1ZM846Y7AUYD,B00001WRSJ,5.0
A17KYU38U9WRVW,B00001WRSJ,4.0
A2IIAQ7VVAHXTD,B00001WRSJ,5.0
A1SV0FYYADJLPG,B00001WRSJ,5.0
AXR9PC2II8UCB,B00001WRSJ,5.0
A2L7WYA5OENV03,B00001WRSJ,4.0
A1U4GOVZWL8ZTL,B00001WRSJ,4.0
A2MCRCK1V61FWQ,B00001WRSJ,5.0
A18APJULAWONNE,B00001WRSJ,5.0
AD73VMNYB8XVX,B00001WRSJ,5.0
A1F9Z42CFF9IAY,B00001WRSJ,2.0
A32AFX2PUJ82HG,B00001WRSJ,4.0
A3BVSAZREDP9RH,B00001WRSJ,5.0
A4SSILU7KZ1XK,B00001WRSJ,4.0
AGXY576DF2CJ2,B00001WRSJ,5.0
A1EX7MNFZYL58,B00001WRSJ,5.0
A3EZEP0FX5BC1P,B00004SB92,5.0
A1FYX3RHM6B6EX,B00004SB92,5.0
ATDE9JYCPI0L1,B00004SB92,5.0
A3S87ZOPB3UM9N,B00004SB92,5.0
A14JBDSWKPKTZA,B00004SB92,5.0
A2X8KN82L07RSK,B00004SB92,4.0
ALUNVOQRXOZIA,B00004SB92,1.0
AMKNPIDFLRFMP,B00004SB92,2.0
A3GFQHHVMEAIO,B00004SB92,5.0
A204ETWOV23HO4,B00004SB92,5.0
A2UQIQUOAB47OT,B00004SB92,4.0
A3GQKB1KF0CRPE,B00004SB92,4.0
A450WKBT9ZIM,B00004SB92,1.0
A30I0LXKTAP4F,B00004SB92,4.0
A1JWSDDIH5Z7DV,B00004SB92,5.0
A2SL5IW096Z2BL,B00004SB92,4.0
AUITG1DJ3QUGK,B00004SB92,5.0
A5JLAU2ARJ0BO,B00004SB92,4.0
AN81JUYW2SL24,B00004SB92,5.0
A1R377IPZOKLMM,B00004SB92,5.0
A1MJS1YRKNMU04,B00004SB92,3.0
A255MXZ2359C3Y,B00004SB92,5.0
A1H4Z4OSMNDCFC,B00004SB92,2.0
A2EMM9HWOSY2Q5,B00004SB92,3.0
A3FTI86WAVJOLG,B00004SB92,5.0
A2VV0TJNJT9D3O,B00004SB92,5.0
A1RPTVW5VEOSI,B00004SB92,5.0
A1ERWR5A8OVLDH,B00004SB92,5.0
A3TPNC3TKGCCEI,B00004SB92,4.0
A231WM2Z2JL0U3,B00004SB92,5.0
A1GF4BH6WPBZ4Y,B00004SB92,2.0
A1TBH7Z4RK7PRK,B00004SB92,5.0
A1EXGL6L0QQ0M5,B00004SB92,5.0
A2B7BUH8834Y6M,B00004SB92,4.0
A1GNYV0RA0EQSS,B00004SB92,5.0
A3OFJES10PZGEH,B00004SB92,5.0
A1SDPA1J98UP4L,B00004SB92,5.0
A1F9Z42CFF9IAY,B00004SB92,4.0
A58N07M0ZCYMB,B00004SB92,5.0
A27N36BPXB2EKB,B00004T8R2,3.0
AR64CEBJWBICU,B00004T8R2,3.0
A5834FSAH2HZQ,B00004T8R2,5.0
A19W47CXJJP1MI,B00004T8R2,5.0
A30H2335OM7RD6,B00004T8R2,5.0
A3LWC833HQIG7J,B00004T8R2,5.0
A28Q0JA9H8WZOD,B00004T8R2,5.0
A1Z7U9K6X3FEOU,B00004T8R2,5.0
ATXRV6Z3N08ZX,B00004T8R2,5.0
A2DTZUZK9YRJVK,B00004T8R2,5.0
A1L1N3J6XNABO2,B00004T8R2,4.0
A39ANGL5T77E0B,B00004T8R2,5.0
AQK01UMFP9MND,B00004T8R2,5.0
A1SX9PHJWTDMF9,B00004T8R2,5.0
A1GBT4UN2RW7XY,B00004T8R2,5.0
A1U6XPYATU9OPG,B00004T8R2,5.0
A20361V1Y2GZ5X,B00004T8R2,4.0
A1DB2EVH0HGHBP,B00004T8R2,5.0
A1K73H16UK8XU4,B00004T8R2,5.0
A31COKWABW2WH2,B00004T8R2,3.0
A35W3JQYP0M655,B00004T8R2,4.0
A242NHKVYIYHHP,B00004T8R2,4.0
A2F30TRZIIDMXY,B00004T8R2,3.0
A3TA1UJWRJF9NC,B00004T8R2,5.0
A1RLP0R1N8H8C4,B00004T8R2,5.0
AMGUWDM3XPEEB,B00004T8R2,4.0
A35HUT8MQMT21L,B00004T8R2,4.0
A2R6RA8FRBS608,B00004T8R2,4.0
A2HDTOF8222KN3,B00004T8R2,5.0
AT28RL25Q2OLK,B00004T8R2,4.0
A11D1KHM7DVOQK,B00004T8R2,2.0
A1FVN80HHHR3RA,B00004T8R2,5.0
A17SJC2BPIF6RA,B00004T8R2,5.0
A1CN7L05XSZMRX,B00004T8R2,5.0
A3J8A5L5AF5TX9,B00004T8R2,4.0
A2YFS3AYX720ZX,B00004T8R2,5.0
A2SJ3UV3NVZKG5,B00004T8R2,5.0
A2VWHEZTQQU1U9,B00004T8R2,5.0
A32V4TT1ZJVY2G,B00004T8R2,5.0
ALHWZSTAELK9I,B00004T8R2,5.0
A3HUK2D3SNXHMR,B00004T8R2,3.0
A3T7V207KRDE2O,B00004T8R2,5.0
A3FS3FJPD3RJTD,B00004T8R2,2.0
A2LYK1AGZ4U9L8,B00004T8R2,4.0
A2SNID1IYR1TBU,B00004T8R2,5.0
AN9CP6J4JF91X,B00004T8R2,4.0
A145LBW8ZHF0TW,B00004T8R2,5.0
A365PBEOWM7EI7,B00004T8R2,4.0
A347LTN4RU2FL1,B00004T8R2,5.0
A2E95ZZNAQ24GS,B00004THCZ,4.0
A3BOVI9G971LA7,B00004THCZ,3.0
A2HMF8ZR67BNZS,B00004THCZ,5.0
A4WEZJOIZIV4U,B00004THCZ,4.0
A1C5WS021EL3WO,B00004THCZ,4.0
AJZR37LXKSI7P,B00004THCZ,5.0
A17Z0LVY96TO53,B00004THCZ,3.0
A2IMZNPSJGB2HQ,B00004THCZ,3.0
A314GYAJRTK8Y7,B00004THCZ,4.0
A372X2HNH627N1,B00004THCZ,5.0
A2UQK3DAZ8NO2T,B00004THCZ,3.0
AF8XXTXR6MNL4,B00004THCZ,3.0
A1B6O7SAIYG2N0,B00004THCZ,5.0
A35T95CVL2QB9O,B00004THCZ,5.0
A1IU7S4HCK1XK0,B00004THCZ,3.0
A5KMMY627T3W,B00004THCZ,5.0
ARXU3FESTWMJJ,B00004THCZ,2.0
A2I9HGYUMH5H4Y,B00004THCZ,4.0
A2GGKJ318HO2GE,B00004THCZ,3.0
A3DRT9IRH63ZHB,B00004THCZ,4.0
A2XDJAEWOYWEYA,B00004THCZ,3.0
A5MCDQ60DWUEV,B00004THCZ,4.0
A2VPSHOKIKSLJY,B00004THCZ,2.0
A1HSM98KUGTHNY,B00004THCZ,4.0
A1ZZR25X0CNOJX,B00004THCZ,5.0
A2U4Z76U7DF68,B00004THCZ,4.0
AA75INOMAHULX,B00004THCZ,5.0
A2J0IBS4PFRO2C,B00004WCIC,3.0
A3SX5MZTCZRQLF,B00004WCIC,5.0
AGXV8E7XK9J6H,B00004WCIC,4.0
A4WEZJOIZIV4U,B00004WCIC,4.0
AH5FLKVQAG7F6,B00004WCIC,5.0
A32T4Y9FHUBH4T,B00004WCIC,5.0
A23QSTB241NRF3,B00004WCIC,5.0
A1ULAF163Z7PM7,B00004WCIC,5.0
A2IMZNPSJGB2HQ,B00004WCIC,5.0
AU5U16YWAIYZP,B00004WCIC,3.0
A506HOOCVL8GW,B00004WCIC,5.0
A1S3FOP19D8W1X,B00004WCIC,5.0
A2Z60PVKWFO3SW,B00004WCIC,5.0
A10Y058K7B96C6,B00004WCIC,5.0
A3Q4TYJVAM4IRM,B00004WCIC,3.0
A3PJJTAKISAFI9,B00004WCIC,5.0
A3REK3OFONWB1Q,B00004WCIC,5.0
A3L9E0YI7C5G0W,B00004WCIC,3.0
A2M4PQPBV45U71,B00004WCIC,4.0
A1H98YV5K5BUX0,B00004WCIC,5.0
A4UGMKUSX9XHI,B00004WCIC,5.0
A3P4T1DKRWTL36,B00004WCIC,4.0
A3JJ222HEKM10R,B00004WCIC,4.0
AQNSQW4495SG0,B00004WCIC,5.0
A21T0D2F7SKG5S,B00004WCIC,5.0
A3OYO7B6SS7QLH,B00004WCIC,4.0
A3F9CBHV4OHFBS,B00004WCIC,5.0
A23E9QQHJLNGUI,B00004WCIC,5.0
A4SSILU7KZ1XK,B00004WCIC,5.0
A3QU3O79AGNWCY,B00004WCID,4.0
A2GMZZ6TDYOHY7,B00004WCID,2.0
A1M2JTFHREYECK,B00004WCID,5.0
AGXV8E7XK9J6H,B00004WCID,5.0
A13YHP6GYXZAEX,B00004WCID,5.0
A3MR8LV3BK9L68,B00004WCID,4.0
A28X0LT2100RL1,B00004WCID,4.0
A2HW0XHWZO3O8J,B00004WCID,4.0
AU6JOR8JFYX1B,B00004WCID,4.0
A3OBZ4F27KV8NO,B00004WCID,5.0
A2S6T0AUW40S28,B00004WCID,5.0
A2XB9ZAJKW7QNL,B00004WCID,5.0
A288CEKL8FA6QC,B00004WCID,5.0
A3TR3KLL5PXSZ8,B00004WCID,5.0
A58437AUQICZF,B00004WCID,5.0
A3VBORHS4H8LES,B00004WCID,5.0
AHF4I1FSIHABC,B00004WCID,5.0
A1S3FOP19D8W1X,B00004WCID,5.0
A1RJKTYC03L0JY,B00004WCID,4.0
A3D36ARA7L7MII,B00004WCID,3.0
A1ENBOTX03172S,B00004WCID,5.0
A2ARDVMUGDFED6,B00004WCID,5.0
A2XDJAEWOYWEYA,B00004WCID,3.0
AIJQU979J6UFY,B00004WCID,4.0
A3EPJSPH03AS29,B00004WCID,5.0
A1N3EH28S4DI8L,B00004WCID,4.0
A1YX6YUHJA11KE,B00004WCID,5.0
AO5DDG05DHVIC,B00004WCID,5.0
A2DS9DLMSU2M2Z,B00004WCID,4.0
A24HWYHR28JJ7A,B00004XOM3,5.0
A4WEZJOIZIV4U,B00004XOM3,5.0
A346X6HLC1ERK0,B00004XOM3,5.0
A25C2M3QF9G7OQ,B00004XOM3,5.0
A30C8WHQ2CYFO4,B00004XOM3,5.0
ALNFAA0XTWP7G,B00004XOM3,5.0
A2LJ1M369ZQB7R,B00004XOM3,5.0
ALYU98KL3VUGF,B00004XOM3,5.0
ALG4MGOY96EW1,B00004XOM3,5.0
A22PKZZK5DSONS,B00004XOM3,5.0
AKT8TGIT6VVZ5,B00004XOM3,5.0
A3MAT1NQF6UC4O,B00004XOM3,5.0
A2ED50E3KWKUKW,B00004XOM3,3.0
A2Z60PVKWFO3SW,B00004XOM3,5.0
A2W9GX82SLKROQ,B00004XOM3,5.0
ARXU3FESTWMJJ,B00004XOM3,5.0
A2VV0TJNJT9D3O,B00004XOM3,5.0
A2VIHVGLGRMZIN,B00004XOM3,4.0
AK1EZMEQ66HOO,B00004XOM3,4.0
A2WRQ8H0HZ79FY,B00004XOM3,5.0
A3EZFFPVS34AMO,B00004XOM3,5.0
A7QT04TT3PXOP,B00004XOM3,5.0
AAQ9NJ480N9W5,B00004XOM3,5.0
A2PY5ED630H0QJ,B00004XOM3,5.0
A1TBH7Z4RK7PRK,B00004XOM3,4.0
AQNSQW4495SG0,B00004XOM3,5.0
A3C5K8B0R0F3WR,B00004XOM3,5.0
A2B7BUH8834Y6M,B00004XOM3,4.0
A3POOQMFOLS1B7,B00004XOM3,5.0
A3CEUT263RNUDO,B00004XOM3,5.0
A2NP9CGUSFP22E,B00004Z5D1,5.0
A1D9V11QUHXENQ,B00004Z5D1,5.0
A13UX3ONE34JJK,B00004Z5D1,5.0
A23WBD5753O029,B00004Z5D1,5.0
A2HC94KQKVGIA1,B00004Z5D1,5.0
A3CLWR1UUZT6TG,B00004Z5D1,5.0
A3VRU93Y1A6P27,B00004Z5D1,4.0
A9BWUH9XKZ2DQ,B00004Z5D1,5.0
A2S0J0M5DNW5,B00004Z5D1,5.0
A17W0GMB0YY83M,B00004Z5D1,5.0
A3IOQ7NVVLAUEE,B00004Z5D1,1.0
A1AGEGR4OTRQYC,B00004Z5D1,5.0
A1X1CEGHTHMBL1,B00004Z5D1,4.0
ACDJBTUIODRUR,B00004Z5D1,5.0
A26Y7WIS3JBL65,B00004Z5D1,5.0
A3V0YR50F1XSKP,B00004Z5D1,4.0
AFFFKYHS1HICH,B00004Z5D1,4.0
AE5CH27OYJ03L,B00004Z5D1,3.0
A1CMD08Z49PGKQ,B00004Z5D1,4.0
AN2IZT80ZUNJN,B00004Z5D1,1.0
A1TGQOP7CG1UNF,B00004Z5D1,5.0
A1JBMZRN6M3NKC,B00004Z5D1,5.0
A1CMWB7AWQUQH4,B00004Z5D1,5.0
A2Y3WWPUKIJ59I,B00004Z5D1,5.0
AZCE11PSTCH1L,B00004Z5D1,5.0
A3QDMDSANPYGUX,B00004Z5M1,5.0
A3JSBSXZRB2BBJ,B00004Z5M1,5.0
A2CDEOM9RZMI74,B00004Z5M1,5.0
A1SMN1GWJ4OKEF,B00004Z5M1,5.0
A3B9EOUXZ494CL,B00004Z5M1,5.0
A3OXHLG6DIBRW8,B00004Z5M1,5.0
A3DQWFWINN3V5A,B00004Z5M1,5.0
A2NX6MFZP8TM6S,B00004Z5M1,5.0
A3GQKB1KF0CRPE,B00004Z5M1,5.0
A37A41GWQFMK3D,B00004Z5M1,5.0
A317X0I2ORNX3P,B00004Z5M1,5.0
A3IW9TTG36O24X,B00004Z5M1,5.0
A100UD67AHFODS,B00004Z5M1,5.0
AMPGRXQMO89X9,B00004Z5M1,5.0
A5JLAU2ARJ0BO,B00004Z5M1,5.0
A1LYDMJ55BBQJB,B00004Z5M1,5.0
A17771LTRWSKQ5,B00004Z5M1,5.0
A1QRST0A3IQIEF,B00004Z5M1,5.0
A21XUDC9QBLLSI,B00004Z5M1,5.0
A2WBVO6X3KPMDT,B00004Z5M1,5.0
A2V4MGPIBW4M8V,B00004Z5M1,5.0
A3DECRYWZZM0SO,B00004Z5M1,4.0
A54SG05AV6S4H,B00004Z5M1,5.0
AN9QQDRZXS52P,B00004Z5M1,5.0
A2R6RA8FRBS608,B00004Z5M1,5.0
A250AXLRBVYKB4,B00004Z5M1,5.0
A1R8R7XKJJ3Q3T,B00004Z5M1,5.0
AOMEH9W6LHC4S,B00004Z5M1,4.0
AGCN38LIJZM3K,B00004Z5M1,5.0
A3UC3YT2E65LZO,B00004Z5M1,5.0
A1522TN5FVJL0Y,B00004Z5M1,5.0
A1UMO57A3IQGT7,B00004Z5M1,5.0
A3QQGPI3CTV9SX,B00004Z5M1,4.0
A3LT90XMQ0ZJM7,B00004Z5M1,5.0
ATY86XH2DJ4ZH,B00004Z5M1,5.0
A32R9X6MNUK9NS,B00004Z5M1,5.0
A3NUYN9LX5W56V,B00004Z5M1,5.0
A2G04D4QZAXL15,B00004Z5M1,5.0
A394CFIQH570SM,B00004ZC8Y,5.0
A3HIZRE3I7X6UV,B00004ZC8Y,4.0
ATLHK23MET0CD,B00004ZC8Y,5.0
AD9ZL63H0VKCZ,B00004ZC8Y,4.0
ARWG2TPGIYALV,B00004ZC8Y,5.0
A3GVZ1F1HBW2KV,B00004ZC8Y,4.0
A3H4S6YO9VNGDZ,B00004ZC8Y,5.0
AEGO6A1AFDTAV,B00004ZC8Y,5.0
A14LQ0GV9JXT6F,B00004ZC8Y,4.0
A3QUDXLOJTKEP9,B00004ZC8Y,2.0
A1H4IVXNXWWBLV,B00004ZC8Y,4.0
A12GKGLR2L4MZY,B00004ZC8Y,5.0
A2IW0326MP3ZZZ,B00004ZC8Y,4.0
A54S9CIUV5VNB,B00004ZC8Y,4.0
A16HXVNPU5TCGE,B00004ZC8Y,5.0
A2LJ1M369ZQB7R,B00004ZC8Y,5.0
A10M0GF5ZFODYU,B00004ZC8Y,5.0
A391AS877NJKUB,B00004ZC8Y,5.0
A1SJCQKVGSHTZ4,B00004ZC8Y,5.0
A2KCSXYY2DLKSI,B00004ZC8Y,5.0
AZ515FFZ7I2P7,B00004ZC8Y,5.0
A2VI45SXKJHPZU,B00004ZC8Y,5.0
A1KJRNFAO7K5S5,B00004ZC8Y,4.0
AHF4I1FSIHABC,B00004ZC8Y,5.0
AP8EXADSLHZET,B00004ZC8Y,5.0
A1HOJZ7CVUV1FT,B00004ZC8Y,4.0
A3I7I0MKM53JUC,B00004ZC8Y,3.0
A1TF8YM1TQXV41,B00004ZC8Y,5.0
A1FLK39UE4Q0UW,B00004ZC8Y,3.0
A20WUUD9EDWY4N,B00004ZC8Y,4.0
A1CWE28BRV6JP0,B00004ZC8Y,3.0
A1REY92IEZJUSX,B00004ZC8Y,5.0
A253IOATGMT2UP,B00004ZC8Y,3.0
A2YFS3AYX720ZX,B00004ZC8Y,5.0
A3G007LQX6KGOD,B00004ZC8Y,5.0
ABMN74TBW5UWE,B00004ZC8Y,4.0
A3GVTK181RD96Y,B00004ZC8Y,5.0
A2OETOGU3YETB7,B00004ZC8Y,4.0
AXKOFQ3C2H0L1,B00004ZC8Y,3.0
A96AON1A885W9,B00004ZC8Y,5.0
A38NELQT98S4H8,B00004ZC8Y,4.0
A3HIZRE3I7X6UV,B00004ZCJE,3.0
A2YRX8J4WM5BRX,B00004ZCJE,5.0
AU627A4UGIW6V,B00004ZCJE,5.0
A3F73SC1LY51OO,B00004ZCJE,3.0
A16RL0RMRF974O,B00004ZCJE,5.0
A2U7C3979YNQV2,B00004ZCJE,5.0
AFJOSH1UTYUAK,B00004ZCJE,4.0
A23KEN4HK5CBN3,B00004ZCJE,3.0
AR8LWDT6TUKNZ,B00004ZCJE,5.0
AD9ZL63H0VKCZ,B00004ZCJE,5.0
A2E95ZZNAQ24GS,B00004ZCJE,4.0
AIL6VNBJC2MDF,B00004ZCJE,5.0
A2ZT3BMQFMBGIP,B00004ZCJE,4.0
A2O2D7JV0QU630,B00004ZCJE,5.0
A2MBYDJV2VGHMO,B00004ZCJE,5.0
A1M2JTFHREYECK,B00004ZCJE,5.0
A3COVLWESJ2QIJ,B00004ZCJE,5.0
A32T2H8150OJLU,B00004ZCJE,3.0
AHR86ZEYETLJI,B00004ZCJE,5.0
A2HMF8ZR67BNZS,B00004ZCJE,5.0
A18CQ9BXLP557B,B00004ZCJE,5.0
A11P105WVK5240,B00004ZCJE,5.0
AU2UJF4I7KAWL,B00004ZCJE,5.0
A3EJZJQCMRRFT2,B00004ZCJE,4.0
A3NXYWHH1WDHKT,B00004ZCJE,4.0
A13YHP6GYXZAEX,B00004ZCJE,5.0
A9Y5O2R4D6EH5,B00004ZCJE,3.0
A3B9EOUXZ494CL,B00004ZCJE,5.0
A1CQRJFY5EEMDZ,B00004ZCJE,3.0
A3EV8JA23IUP7O,B00004ZCJE,4.0
A1H4IVXNXWWBLV,B00004ZCJE,3.0
A3OXHLG6DIBRW8,B00004ZCJE,5.0
A32482Z7XIKDQX,B00004ZCJE,3.0
A2FXBWR4T4OFQ,B00004ZCJE,3.0
A3DOPYDOS49I3T,B00004ZCJE,4.0
A3CU7BX8LGW86S,B00004ZCJE,5.0
AAJIGWE242MSN,B00004ZCJE,1.0
A1FLJCHN5CG5M5,B00004ZCJE,3.0
A2VO78JQQ87JCI,B00004ZCJE,5.0
A32T4Y9FHUBH4T,B00004ZCJE,5.0
A2QDA2XJ1X27N6,B00004ZCJE,3.0
A54S9CIUV5VNB,B00004ZCJE,3.0
A2KOHFCY43BX98,B00004ZCJE,3.0
A32OJUBUBSTJ7S,B00004ZCJE,2.0
A1W8DGTJKDR545,B00004ZCJE,3.0
AZS0Q5ILAQBBR,B00004ZCJE,5.0
A2VZ43530IHTJU,B00004ZCJE,4.0
A1NNMOD9H36Q8E,B00004ZCJE,4.0
A2ASP462CGXSMN,B00004ZCJE,5.0
A1ULAF163Z7PM7,B00004ZCJE,2.0
A1FXT4VNDA25LY,B00004ZCJE,5.0
A1YGX7IGS5AKPH,B00004ZCJE,2.0
A36K2N527TXXJN,B00004ZCJE,4.0
A2HIFEA5O00M69,B00004ZCJE,1.0
A1PV5T5S4D5NPI,B00004ZCJE,5.0
A2WO1AMGXON0QH,B00004ZCJE,5.0
A17KNKWCU3VQCC,B00004ZCJE,4.0
A3E68EBGXTWDNP,B00004ZCJE,5.0
A2NVNMLC0AFL08,B00004ZCJE,5.0
A2YEZ8Z3BW2SKG,B00004ZCJE,2.0
A2IMZNPSJGB2HQ,B00004ZCJE,5.0
A14P39XLDXIPS2,B00004ZCJE,4.0
A10M0GF5ZFODYU,B00004ZCJE,5.0
A3TRY87JJCA5Y8,B00004ZCJE,4.0
A314GYAJRTK8Y7,B00004ZCJE,5.0
A33AEK6T00UR4X,B00004ZCJE,5.0
A37XQ1R7WFPXXP,B00004ZCJE,5.0
A2EF49XMAVBR65,B00004ZCJE,2.0
A2HW0XHWZO3O8J,B00004ZCJE,3.0
A2GI8J7RW5XTUL,B00004ZCJE,3.0
A7ML81I8DD040,B00004ZCJE,5.0
A2S6T0AUW40S28,B00004ZCJE,5.0
A3C9PDZ3LAI85E,B00004ZCJE,4.0
A2DUJJEXQP8FOJ,B00004ZCJE,5.0
A26X7W5UM5QFT4,B00004ZCJE,4.0
A194Y47BF3CUTJ,B00004ZCJE,5.0
A1SJCQKVGSHTZ4,B00004ZCJE,5.0
ANXEW7IDYDJEH,B00004ZCJE,5.0
A37HULJ59GY82,B00004ZCJE,4.0
A1VHCO8RQFIGQJ,B00004ZCJE,4.0
A2KCSXYY2DLKSI,B00004ZCJE,5.0
A1SFPA80X7TRBR,B00004ZCJE,5.0
A2SCWL7CTMKZTX,B00004ZCJE,4.0
AE982CUGWL9NO,B00004ZCJE,2.0
A2236W0X2LTB7J,B00004ZCJE,5.0
AFR9GYKAHM37U,B00004ZCJE,5.0
AWH2AY17ZU7W2,B00004ZCJE,3.0
A1KJRNFAO7K5S5,B00004ZCJE,5.0
A2W73JAQ4AVCNJ,B00004ZCJE,5.0
A6Z5D6RNFVHEP,B00004ZCJE,5.0
A3D1393GR3SH2M,B00004ZCJE,4.0
A2ALRZ0ENQLYY5,B00004ZCJE,3.0
A3NX29Z4TQK3HM,B00004ZCJE,4.0
AGEWOMQ90BV8R,B00004ZCJE,5.0
A1FQXSWVR6G3N3,B00004ZCJE,4.0
A1EH2S92FHWZRP,B00004ZCJE,4.0
A3PU3EDJ2FG1AW,B00004ZCJE,5.0
AYVH38IWDR7B5,B00004ZCJE,3.0
A2VSKUR61RYPYH,B00004ZCJE,5.0
A2Q7OJTVPIO2XH,B00004ZCJE,2.0
A14ZUOWHJL8FI9,B00004ZCJE,5.0
A11N9M2212IPJ,B00004ZCJE,5.0
A17JGUY7OCFJ57,B00004ZCJE,5.0
